"id","dttm","temp"
150,"2024-11-01 00:50","8.150"
151,"2024-11-01 01:00","8.150"
152,"2024-11-01 01:10","8.052"
153,"2024-11-01 01:20","7.952"
154,"2024-11-01 01:30","7.853"
155,"2024-11-01 01:40","7.753"
156,"2024-11-01 01:50","7.655"
157,"2024-11-01 02:00","7.655"
158,"2024-11-01 02:10","7.554"
159,"2024-11-01 02:20","7.554"
160,"2024-11-01 02:30","7.554"
161,"2024-11-01 02:40","7.554"
162,"2024-11-01 02:50","7.554"
163,"2024-11-01 03:00","7.455"
164,"2024-11-01 03:10","7.455"
165,"2024-11-01 03:20","7.455"
166,"2024-11-01 03:30","7.355"
167,"2024-11-01 03:40","7.355"
168,"2024-11-01 03:50","7.355"
169,"2024-11-01 04:00","7.355"
170,"2024-11-01 04:10","7.355"
171,"2024-11-01 04:20","7.355"
172,"2024-11-01 04:30","7.355"
173,"2024-11-01 04:40","7.256"
174,"2024-11-01 04:50","7.155"
175,"2024-11-01 05:00","7.155"
176,"2024-11-01 05:10","7.155"
177,"2024-11-01 05:20","7.056"
178,"2024-11-01 05:30","7.056"
179,"2024-11-01 05:40","7.056"
180,"2024-11-01 05:50","7.155"
181,"2024-11-01 06:00","7.155"
182,"2024-11-01 06:10","7.155"
183,"2024-11-01 06:20","7.155"
184,"2024-11-01 06:30","7.256"
185,"2024-11-01 06:40","7.256"
186,"2024-11-01 06:50","7.256"
187,"2024-11-01 07:00","7.256"
188,"2024-11-01 07:10","7.355"
189,"2024-11-01 07:20","7.355"
190,"2024-11-01 07:30","7.256"
191,"2024-11-01 07:40","7.256"
192,"2024-11-01 07:50","7.155"
193,"2024-11-01 08:00","7.056"
194,"2024-11-01 08:10","6.955"
195,"2024-11-01 08:20","6.955"
196,"2024-11-01 08:30","6.955"
197,"2024-11-01 08:40","6.855"
198,"2024-11-01 08:50","6.855"
199,"2024-11-01 09:00","6.955"
200,"2024-11-01 09:10","6.955"
201,"2024-11-01 09:20","6.955"
202,"2024-11-01 09:30","7.056"
203,"2024-11-01 09:40","7.155"
204,"2024-11-01 09:50","7.155"
205,"2024-11-01 10:00","7.355"
206,"2024-11-01 10:10","7.355"
207,"2024-11-01 10:20","7.355"
208,"2024-11-01 10:30","7.455"
209,"2024-11-01 10:40","7.554"
210,"2024-11-01 10:50","7.455"
211,"2024-11-01 11:00","7.655"
212,"2024-11-01 11:10","7.655"
213,"2024-11-01 11:20","7.853"
214,"2024-11-01 11:30","7.753"
215,"2024-11-01 11:40","7.853"
216,"2024-11-01 11:50","7.853"
217,"2024-11-01 12:00","8.052"
218,"2024-11-01 12:10","8.150"
219,"2024-11-01 12:20","8.052"
220,"2024-11-01 12:30","8.250"
221,"2024-11-01 12:40","8.446"
222,"2024-11-01 12:50","8.743"
223,"2024-11-01 13:00","8.743"
224,"2024-11-01 13:10","9.037"
225,"2024-11-01 13:20","9.136"
226,"2024-11-01 13:30","9.234"
227,"2024-11-01 13:40","9.332"
228,"2024-11-01 13:50","9.724"
229,"2024-11-01 14:00","9.919"
230,"2024-11-01 14:10","10.114"
231,"2024-11-01 14:20","10.016"
232,"2024-11-01 14:30","10.211"
233,"2024-11-01 14:40","10.309"
234,"2024-11-01 14:50","10.405"
235,"2024-11-01 15:00","10.503"
236,"2024-11-01 15:10","10.503"
237,"2024-11-01 15:20","10.600"
238,"2024-11-01 15:30","10.600"
239,"2024-11-01 15:40","10.600"
240,"2024-11-01 15:50","10.794"
241,"2024-11-01 16:00","10.988"
242,"2024-11-01 16:10","11.085"
243,"2024-11-01 16:20","11.181"
244,"2024-11-01 16:30","11.181"
245,"2024-11-01 16:40","11.085"
246,"2024-11-01 16:50","10.891"
247,"2024-11-01 17:00","10.988"
248,"2024-11-01 17:10","11.181"
249,"2024-11-01 17:20","10.988"
250,"2024-11-01 17:30","10.697"
251,"2024-11-01 17:40","10.503"
252,"2024-11-01 17:50","10.211"
253,"2024-11-01 18:00","9.724"
254,"2024-11-01 18:10","9.528"
255,"2024-11-01 18:20","9.332"
256,"2024-11-01 18:30","9.528"
257,"2024-11-01 18:40","9.724"
258,"2024-11-01 18:50","9.626"
259,"2024-11-01 19:00","9.528"
260,"2024-11-01 19:10","9.528"
261,"2024-11-01 19:20","9.528"
262,"2024-11-01 19:30","9.430"
263,"2024-11-01 19:40","9.332"
264,"2024-11-01 19:50","9.234"
265,"2024-11-01 20:00","9.234"
266,"2024-11-01 20:10","9.136"
267,"2024-11-01 20:20","8.940"
268,"2024-11-01 20:30","8.940"
269,"2024-11-01 20:40","9.332"
270,"2024-11-01 20:50","9.332"
271,"2024-11-01 21:00","8.546"
272,"2024-11-01 21:10","7.853"
273,"2024-11-01 21:20","7.753"
274,"2024-11-01 21:30","7.753"
275,"2024-11-01 21:40","7.753"
276,"2024-11-01 21:50","7.753"
277,"2024-11-01 22:00","7.655"
278,"2024-11-01 22:10","7.455"
279,"2024-11-01 22:20","7.256"
280,"2024-11-01 22:30","7.355"
281,"2024-11-01 22:40","8.150"
282,"2024-11-01 22:50","7.256"
283,"2024-11-01 23:00","7.155"
284,"2024-11-01 23:10","7.155"
285,"2024-11-01 23:20","7.155"
286,"2024-11-01 23:30","7.155"
287,"2024-11-01 23:40","7.155"
288,"2024-11-01 23:50","7.155"
289,"2024-11-02 00:00","7.155"
290,"2024-11-02 00:10","7.256"
291,"2024-11-02 00:20","7.256"
292,"2024-11-02 00:30","7.355"
293,"2024-11-02 00:40","7.355"
294,"2024-11-02 00:50","7.256"
295,"2024-11-02 01:00","7.256"
296,"2024-11-02 01:10","7.256"
297,"2024-11-02 01:20","7.256"
298,"2024-11-02 01:30","7.256"
299,"2024-11-02 01:40","7.155"
300,"2024-11-02 01:50","7.056"
301,"2024-11-02 02:00","6.955"
302,"2024-11-02 02:10","6.955"
303,"2024-11-02 02:20","6.955"
304,"2024-11-02 02:30","6.855"
305,"2024-11-02 02:40","6.855"
306,"2024-11-02 02:50","6.855"
307,"2024-11-02 03:00","6.855"
308,"2024-11-02 03:10","6.755"
309,"2024-11-02 03:20","6.755"
310,"2024-11-02 03:30","6.655"
311,"2024-11-02 03:40","6.554"
312,"2024-11-02 03:50","6.252"
313,"2024-11-02 04:00","6.252"
314,"2024-11-02 04:10","6.151"
315,"2024-11-02 04:20","6.050"
316,"2024-11-02 04:30","6.050"
317,"2024-11-02 04:40","6.050"
318,"2024-11-02 04:50","5.949"
319,"2024-11-02 05:00","5.949"
320,"2024-11-02 05:10","5.949"
321,"2024-11-02 05:20","5.847"
322,"2024-11-02 05:30","5.847"
323,"2024-11-02 05:40","5.847"
324,"2024-11-02 05:50","5.847"
325,"2024-11-02 06:00","5.847"
326,"2024-11-02 06:10","5.847"
327,"2024-11-02 06:20","5.949"
328,"2024-11-02 06:30","5.949"
329,"2024-11-02 06:40","5.949"
330,"2024-11-02 06:50","5.949"
331,"2024-11-02 07:00","6.050"
332,"2024-11-02 07:10","6.050"
333,"2024-11-02 07:20","6.050"
334,"2024-11-02 07:30","6.050"
335,"2024-11-02 07:40","6.050"
336,"2024-11-02 07:50","6.050"
337,"2024-11-02 08:00","6.050"
338,"2024-11-02 08:10","6.050"
339,"2024-11-02 08:20","6.050"
340,"2024-11-02 08:30","6.151"
341,"2024-11-02 08:40","6.252"
342,"2024-11-02 08:50","6.151"
343,"2024-11-02 09:00","6.151"
344,"2024-11-02 09:10","6.151"
345,"2024-11-02 09:20","6.151"
346,"2024-11-02 09:30","6.050"
347,"2024-11-02 09:40","6.050"
348,"2024-11-02 09:50","6.050"
349,"2024-11-02 10:00","6.151"
350,"2024-11-02 10:10","6.151"
351,"2024-11-02 10:20","6.252"
352,"2024-11-02 10:30","6.352"
353,"2024-11-02 10:40","6.352"
354,"2024-11-02 10:50","6.453"
355,"2024-11-02 11:00","6.554"
356,"2024-11-02 11:10","6.554"
357,"2024-11-02 11:20","6.655"
358,"2024-11-02 11:30","6.755"
359,"2024-11-02 11:40","6.755"
360,"2024-11-02 11:50","6.955"
361,"2024-11-02 12:00","7.155"
362,"2024-11-02 12:10","7.256"
363,"2024-11-02 12:20","7.355"
364,"2024-11-02 12:30","7.455"
365,"2024-11-02 12:40","7.554"
366,"2024-11-02 12:50","7.554"
367,"2024-11-02 13:00","7.455"
368,"2024-11-02 13:10","7.554"
369,"2024-11-02 13:20","7.554"
370,"2024-11-02 13:30","7.753"
371,"2024-11-02 13:40","7.753"
372,"2024-11-02 13:50","7.753"
373,"2024-11-02 14:00","7.753"
374,"2024-11-02 14:10","7.753"
375,"2024-11-02 14:20","7.853"
376,"2024-11-02 14:30","7.952"
377,"2024-11-02 14:40","7.853"
378,"2024-11-02 14:50","7.952"
379,"2024-11-02 15:00","7.952"
380,"2024-11-02 15:10","7.952"
381,"2024-11-02 15:20","7.853"
382,"2024-11-02 15:30","7.853"
383,"2024-11-02 15:40","7.753"
384,"2024-11-02 15:50","7.655"
385,"2024-11-02 16:00","7.554"
386,"2024-11-02 16:10","7.655"
387,"2024-11-02 16:20","7.655"
388,"2024-11-02 16:30","7.655"
389,"2024-11-02 16:40","7.655"
390,"2024-11-02 16:50","7.655"
391,"2024-11-02 17:00","7.655"
392,"2024-11-02 17:10","7.554"
393,"2024-11-02 17:20","7.455"
394,"2024-11-02 17:30","7.355"
395,"2024-11-02 17:40","7.355"
396,"2024-11-02 17:50","7.256"
397,"2024-11-02 18:00","7.155"
398,"2024-11-02 18:10","7.155"
399,"2024-11-02 18:20","7.155"
400,"2024-11-02 18:30","7.155"
401,"2024-11-02 18:40","7.056"
402,"2024-11-02 18:50","7.056"
403,"2024-11-02 19:00","7.056"
404,"2024-11-02 19:10","6.955"
405,"2024-11-02 19:20","6.955"
406,"2024-11-02 19:30","6.955"
407,"2024-11-02 19:40","6.855"
408,"2024-11-02 19:50","6.855"
409,"2024-11-02 20:00","6.855"
410,"2024-11-02 20:10","6.855"
411,"2024-11-02 20:20","6.855"
412,"2024-11-02 20:30","6.855"
413,"2024-11-02 20:40","6.855"
414,"2024-11-02 20:50","6.855"
415,"2024-11-02 21:00","6.855"
416,"2024-11-02 21:10","6.855"
417,"2024-11-02 21:20","6.855"
418,"2024-11-02 21:30","6.855"
419,"2024-11-02 21:40","6.955"
420,"2024-11-02 21:50","6.955"
421,"2024-11-02 22:00","6.955"
422,"2024-11-02 22:10","6.955"
423,"2024-11-02 22:20","6.955"
424,"2024-11-02 22:30","6.955"
425,"2024-11-02 22:40","6.855"
426,"2024-11-02 22:50","6.855"
427,"2024-11-02 23:00","6.755"
428,"2024-11-02 23:10","6.755"
429,"2024-11-02 23:20","6.655"
430,"2024-11-02 23:30","6.655"
431,"2024-11-02 23:40","6.655"
432,"2024-11-02 23:50","6.655"
433,"2024-11-03 00:00","6.655"
434,"2024-11-03 00:10","6.554"
435,"2024-11-03 00:20","6.554"
436,"2024-11-03 00:30","6.554"
437,"2024-11-03 00:40","6.453"
438,"2024-11-03 00:50","6.352"
439,"2024-11-03 01:00","6.352"
440,"2024-11-03 01:10","6.352"
441,"2024-11-03 01:20","6.252"
442,"2024-11-03 01:30","6.151"
443,"2024-11-03 01:40","6.050"
444,"2024-11-03 01:50","6.050"
445,"2024-11-03 02:00","6.050"
446,"2024-11-03 02:10","6.050"
447,"2024-11-03 02:20","6.151"
448,"2024-11-03 02:30","6.252"
449,"2024-11-03 02:40","6.252"
450,"2024-11-03 02:50","6.252"
451,"2024-11-03 03:00","6.252"
452,"2024-11-03 03:10","6.151"
453,"2024-11-03 03:20","5.949"
454,"2024-11-03 03:30","5.746"
455,"2024-11-03 03:40","5.644"
456,"2024-11-03 03:50","5.644"
457,"2024-11-03 04:00","5.543"
458,"2024-11-03 04:10","5.339"
459,"2024-11-03 04:20","5.236"
460,"2024-11-03 04:30","5.135"
461,"2024-11-03 04:40","5.135"
462,"2024-11-03 04:50","5.236"
463,"2024-11-03 05:00","5.440"
464,"2024-11-03 05:10","5.543"
465,"2024-11-03 05:20","5.644"
466,"2024-11-03 05:30","5.644"
467,"2024-11-03 05:40","5.543"
468,"2024-11-03 05:50","5.339"
469,"2024-11-03 06:00","5.135"
470,"2024-11-03 06:10","5.032"
471,"2024-11-03 06:20","5.032"
472,"2024-11-03 06:30","5.032"
473,"2024-11-03 06:40","5.236"
474,"2024-11-03 06:50","5.339"
475,"2024-11-03 07:00","5.339"
476,"2024-11-03 07:10","5.339"
477,"2024-11-03 07:20","5.236"
478,"2024-11-03 07:30","5.236"
479,"2024-11-03 07:40","5.236"
480,"2024-11-03 07:50","5.135"
481,"2024-11-03 08:00","5.135"
482,"2024-11-03 08:10","5.032"
483,"2024-11-03 08:20","5.135"
484,"2024-11-03 08:30","5.032"
485,"2024-11-03 08:40","4.930"
486,"2024-11-03 08:50","4.930"
487,"2024-11-03 09:00","5.135"
488,"2024-11-03 09:10","5.440"
489,"2024-11-03 09:20","5.644"
490,"2024-11-03 09:30","5.949"
491,"2024-11-03 09:40","6.151"
492,"2024-11-03 09:50","6.352"
493,"2024-11-03 10:00","6.655"
494,"2024-11-03 10:10","6.755"
495,"2024-11-03 10:20","6.855"
496,"2024-11-03 10:30","6.955"
497,"2024-11-03 10:40","7.155"
498,"2024-11-03 10:50","7.455"
499,"2024-11-03 11:00","7.753"
500,"2024-11-03 11:10","7.952"
501,"2024-11-03 11:20","8.150"
502,"2024-11-03 11:30","8.250"
503,"2024-11-03 11:40","8.644"
504,"2024-11-03 11:50","8.644"
505,"2024-11-03 12:00","8.743"
506,"2024-11-03 12:10","8.940"
507,"2024-11-03 12:20","9.037"
508,"2024-11-03 12:30","9.430"
509,"2024-11-03 12:40","9.332"
510,"2024-11-03 12:50","9.332"
511,"2024-11-03 13:00","9.528"
512,"2024-11-03 13:10","9.821"
513,"2024-11-03 13:20","10.503"
514,"2024-11-03 13:30","10.211"
515,"2024-11-03 13:40","10.503"
516,"2024-11-03 13:50","10.988"
517,"2024-11-03 14:00","11.374"
518,"2024-11-03 14:10","10.697"
519,"2024-11-03 14:20","10.405"
520,"2024-11-03 14:30","10.503"
521,"2024-11-03 14:40","10.503"
522,"2024-11-03 14:50","10.503"
523,"2024-11-03 15:00","10.600"
524,"2024-11-03 15:10","10.697"
525,"2024-11-03 15:20","10.697"
526,"2024-11-03 15:30","10.600"
527,"2024-11-03 15:40","10.600"
528,"2024-11-03 15:50","10.503"
529,"2024-11-03 16:00","10.503"
530,"2024-11-03 16:10","10.405"
531,"2024-11-03 16:20","10.309"
532,"2024-11-03 16:30","10.211"
533,"2024-11-03 16:40","10.114"
534,"2024-11-03 16:50","10.016"
535,"2024-11-03 17:00","10.016"
536,"2024-11-03 17:10","10.016"
537,"2024-11-03 17:20","9.821"
538,"2024-11-03 17:30","9.528"
539,"2024-11-03 17:40","9.234"
540,"2024-11-03 17:50","8.940"
541,"2024-11-03 18:00","8.644"
542,"2024-11-03 18:10","8.446"
543,"2024-11-03 18:20","8.250"
544,"2024-11-03 18:30","8.052"
545,"2024-11-03 18:40","7.853"
546,"2024-11-03 18:50","7.554"
547,"2024-11-03 19:00","7.355"
548,"2024-11-03 19:10","7.256"
549,"2024-11-03 19:20","7.155"
550,"2024-11-03 19:30","7.155"
551,"2024-11-03 19:40","6.955"
552,"2024-11-03 19:50","6.855"
553,"2024-11-03 20:00","6.855"
554,"2024-11-03 20:10","6.855"
555,"2024-11-03 20:20","6.955"
556,"2024-11-03 20:30","6.955"
557,"2024-11-03 20:40","6.955"
558,"2024-11-03 20:50","6.855"
559,"2024-11-03 21:00","6.755"
560,"2024-11-03 21:10","6.755"
561,"2024-11-03 21:20","6.855"
562,"2024-11-03 21:30","6.855"
563,"2024-11-03 21:40","6.855"
564,"2024-11-03 21:50","6.855"
565,"2024-11-03 22:00","6.855"
566,"2024-11-03 22:10","6.855"
567,"2024-11-03 22:20","6.855"
568,"2024-11-03 22:30","6.755"
569,"2024-11-03 22:40","6.755"
570,"2024-11-03 22:50","6.655"
571,"2024-11-03 23:00","6.655"
572,"2024-11-03 23:10","6.655"
573,"2024-11-03 23:20","6.554"
574,"2024-11-03 23:30","6.453"
575,"2024-11-03 23:40","6.554"
576,"2024-11-03 23:50","6.554"
577,"2024-11-04 00:00","6.554"
578,"2024-11-04 00:10","6.453"
579,"2024-11-04 00:20","6.453"
580,"2024-11-04 00:30","6.453"
581,"2024-11-04 00:40","6.352"
582,"2024-11-04 00:50","6.352"
583,"2024-11-04 01:00","6.252"
584,"2024-11-04 01:10","6.252"
585,"2024-11-04 01:20","6.252"
586,"2024-11-04 01:30","6.252"
587,"2024-11-04 01:40","6.252"
588,"2024-11-04 01:50","6.252"
589,"2024-11-04 02:00","6.151"
590,"2024-11-04 02:10","5.949"
591,"2024-11-04 02:20","5.847"
592,"2024-11-04 02:30","5.746"
593,"2024-11-04 02:40","5.746"
594,"2024-11-04 02:50","5.746"
595,"2024-11-04 03:00","5.644"
596,"2024-11-04 03:10","5.644"
597,"2024-11-04 03:20","5.644"
598,"2024-11-04 03:30","5.644"
599,"2024-11-04 03:40","5.543"
600,"2024-11-04 03:50","5.543"
601,"2024-11-04 04:00","5.543"
602,"2024-11-04 04:10","5.440"
603,"2024-11-04 04:20","5.339"
604,"2024-11-04 04:30","5.440"
605,"2024-11-04 04:40","5.339"
606,"2024-11-04 04:50","5.236"
607,"2024-11-04 05:00","5.236"
608,"2024-11-04 05:10","5.236"
609,"2024-11-04 05:20","5.135"
610,"2024-11-04 05:30","5.135"
611,"2024-11-04 05:40","5.032"
612,"2024-11-04 05:50","4.930"
613,"2024-11-04 06:00","4.828"
614,"2024-11-04 06:10","4.724"
615,"2024-11-04 06:20","4.724"
616,"2024-11-04 06:30","4.724"
617,"2024-11-04 06:40","4.828"
618,"2024-11-04 06:50","4.724"
619,"2024-11-04 07:00","4.622"
620,"2024-11-04 07:10","4.724"
621,"2024-11-04 07:20","4.724"
622,"2024-11-04 07:30","4.724"
623,"2024-11-04 07:40","4.724"
624,"2024-11-04 07:50","4.828"
625,"2024-11-04 08:00","4.828"
626,"2024-11-04 08:10","4.828"
627,"2024-11-04 08:20","4.828"
628,"2024-11-04 08:30","4.828"
629,"2024-11-04 08:40","4.828"
630,"2024-11-04 08:50","4.828"
631,"2024-11-04 09:00","4.930"
632,"2024-11-04 09:10","4.930"
633,"2024-11-04 09:20","5.032"
634,"2024-11-04 09:30","5.032"
635,"2024-11-04 09:40","5.032"
636,"2024-11-04 09:50","5.032"
637,"2024-11-04 10:00","5.032"
638,"2024-11-04 10:10","5.032"
639,"2024-11-04 10:20","5.032"
640,"2024-11-04 10:30","5.032"
641,"2024-11-04 10:40","4.930"
642,"2024-11-04 10:50","4.930"
643,"2024-11-04 11:00","5.032"
644,"2024-11-04 11:10","5.135"
645,"2024-11-04 11:20","5.339"
646,"2024-11-04 11:30","5.543"
647,"2024-11-04 11:40","5.746"
648,"2024-11-04 11:50","6.252"
649,"2024-11-04 12:00","7.056"
650,"2024-11-04 12:10","6.755"
651,"2024-11-04 12:20","5.949"
652,"2024-11-04 12:30","5.746"
653,"2024-11-04 12:40","5.543"
654,"2024-11-04 12:50","5.543"
655,"2024-11-04 13:00","5.543"
656,"2024-11-04 13:10","5.543"
657,"2024-11-04 13:20","5.543"
658,"2024-11-04 13:30","5.543"
659,"2024-11-04 13:40","5.644"
660,"2024-11-04 13:50","5.543"
661,"2024-11-04 14:00","5.543"
662,"2024-11-04 14:10","5.440"
663,"2024-11-04 14:20","5.543"
664,"2024-11-04 14:30","5.543"
665,"2024-11-04 14:40","5.644"
666,"2024-11-04 14:50","5.644"
667,"2024-11-04 15:00","5.949"
668,"2024-11-04 15:10","6.050"
669,"2024-11-04 15:20","6.050"
670,"2024-11-04 15:30","6.050"
671,"2024-11-04 15:40","5.847"
672,"2024-11-04 15:50","5.746"
673,"2024-11-04 16:00","5.746"
674,"2024-11-04 16:10","5.746"
675,"2024-11-04 16:20","5.847"
676,"2024-11-04 16:30","5.746"
677,"2024-11-04 16:40","5.746"
678,"2024-11-04 16:50","5.644"
679,"2024-11-04 17:00","5.644"
680,"2024-11-04 17:10","5.543"
681,"2024-11-04 17:20","5.543"
682,"2024-11-04 17:30","5.543"
683,"2024-11-04 17:40","5.440"
684,"2024-11-04 17:50","5.440"
685,"2024-11-04 18:00","5.440"
686,"2024-11-04 18:10","5.440"
687,"2024-11-04 18:20","5.339"
688,"2024-11-04 18:30","5.440"
689,"2024-11-04 18:40","5.440"
690,"2024-11-04 18:50","5.339"
691,"2024-11-04 19:00","5.339"
692,"2024-11-04 19:10","5.339"
693,"2024-11-04 19:20","5.339"
694,"2024-11-04 19:30","5.339"
695,"2024-11-04 19:40","5.339"
696,"2024-11-04 19:50","5.339"
697,"2024-11-04 20:00","5.339"
698,"2024-11-04 20:10","5.339"
699,"2024-11-04 20:20","5.339"
700,"2024-11-04 20:30","5.339"
701,"2024-11-04 20:40","5.339"
702,"2024-11-04 20:50","5.339"
703,"2024-11-04 21:00","5.339"
704,"2024-11-04 21:10","5.339"
705,"2024-11-04 21:20","5.339"
706,"2024-11-04 21:30","5.339"
707,"2024-11-04 21:40","5.339"
708,"2024-11-04 21:50","5.339"
709,"2024-11-04 22:00","5.440"
710,"2024-11-04 22:10","5.339"
711,"2024-11-04 22:20","5.339"
712,"2024-11-04 22:30","5.339"
713,"2024-11-04 22:40","5.339"
714,"2024-11-04 22:50","5.339"
715,"2024-11-04 23:00","5.236"
716,"2024-11-04 23:10","5.236"
717,"2024-11-04 23:20","5.135"
718,"2024-11-04 23:30","5.032"
719,"2024-11-04 23:40","5.032"
720,"2024-11-04 23:50","5.032"
721,"2024-11-05 00:00","4.930"
722,"2024-11-05 00:10","4.930"
723,"2024-11-05 00:20","4.828"
724,"2024-11-05 00:30","4.724"
725,"2024-11-05 00:40","4.622"
726,"2024-11-05 00:50","4.622"
727,"2024-11-05 01:00","4.622"
728,"2024-11-05 01:10","4.519"
729,"2024-11-05 01:20","4.519"
730,"2024-11-05 01:30","4.416"
731,"2024-11-05 01:40","4.519"
732,"2024-11-05 01:50","4.416"
733,"2024-11-05 02:00","4.416"
734,"2024-11-05 02:10","4.416"
735,"2024-11-05 02:20","4.416"
